timestep,demand_el,pv,demand_th
4214,277456.7756916,0.1895,0.0223883813
4215,272698.3430657,0.19394,0.0229174949
4216,269389.1324035,0.18596,0.0233802063
4217,269846.0527041,0.1948,0.0263173432
4218,266873.7630716,0.1766,0.0279773135
4219,262263.0218561,0.13242,0.0303716725
4220,251121.5510909,0.073065,0.0299158702
4221,242001.6065043,0.0072754,0.0273223764
4222,237437.0188545,0,0.0227492796
4223,220729.4280633,0,0.0200432584
4224,205401.8288871,0,0.0188118528
4225,196844.9578024,0,0.0215914107
4226,195557.2733187,0,0.0164800875
4227,195451.1201176,0,0.0207049023
4228,194324.973114,0,0.0210207931
4229,193581.9007058,0.0040884,0.0228576001
4230,199032.6368176,0.077946,0.0310279328
4231,211738.7134607,0.17261,0.0280785774
4232,229013.9931103,0.27722,0.0304573675
4233,239121.6240033,0.37467,0.0304811128
4234,241595.455126,0.45734,0.0299594062
4235,242832.3706873,0.55285,0.0274674225
4236,235613.9530085,0.62887,0.025588691
4237,228086.3064393,0.67959,0.024612261
4238,220369.4302506,0.62537,0.0232448473
4239,216866.3746124,0.54589,0.0235317757
4240,216432.5310946,0.44759,0.0230334929
4241,218781.7475898,0.34106,0.0248142749
4242,221952.4975549,0.23319,0.0274178106
4243,221204.8097902,0.13386,0.0292101747
4244,212403.3248071,0.073532,0.0295304655
4245,207197.2025937,0.0073155,0.0278573924
4246,208249.5038922,0,0.0271604344
4247,195146.5065838,0,0.0219212822
4248,181895.8178652,0,0.0209793903
4249,173195.8707266,0,0.0178752329
4250,172138.9540716,0,0.0173830181
4251,171912.8015996,0,0.0187763551
4252,170297.4267993,0,0.0239278112
4253,167062.0618423,0.00444,0.029333758
4254,171234.3441835,0.088512,0.0369863178
4255,178614.2993424,0.20975,0.0378360486
4256,189243.465528,0.32911,0.0364843478
4257,198968.0218255,0.43491,0.0346466032
4258,205101.8307099,0.52017,0.0316077854
4259,209421.8044615,0.5948,0.0294490141
4260,207718.7378864,0.64373,0.0253907995
4261,200348.0134406,0.66458,0.0240509034
4262,196037.2704022,0.61713,0.0223883813
4263,194357.28061,0.54457,0.0229174949
4264,191998.8334016,0.45278,0.0233802063
4265,193120.3650486,0.34058,0.0263173432
4266,204187.9901087,0.22895,0.0279773135
4267,209038.729866,0.12861,0.0303716725
4268,209384.8816089,0.072017,0.0299158702
4269,208895.6538123,0.0072466,0.0273223764
4270,215232.5383858,0,0.0227492796
4271,199364.9424908,0,0.0200432584
4272,189381.9262252,0,0.0188118528
4273,188574.2388251,0,0.0201328093
4274,189368.0801555,0,0.0195784296
4275,188740.3916617,0,0.02114774
4276,192644.9833217,0,0.0269498062
4277,200897.2408727,0.0040545,0.0330385043
4278,234501.6520746,0.082687,0.0416575543
4279,264907.6211719,0.19151,0.042614603
4280,283239.8174765,0.29937,0.0410921873
4281,287273.6391206,0.39388,0.0390223424
4282,291362.8450435,0.46848,0.035599733
4283,296199.7387311,0.54877,0.0331683167
4284,292899.758782,0.60694,0.0285975646
4285,290652.0801314,0.63959,0.0270884444
4286,287915.1736841,0.62185,0.0252159519
4287,285150.5750974,0.57714,0.0258118907
4288,279870.6071788,0.50753,0.0263330408
4289,278227.5402391,0.37854,0.0296411273
4290,278158.3098906,0.25139,0.0315107458
4291,276367.5515406,0.13881,0.0342075035
4292,268802.9821188,0.075176,0.0336941351
4293,258939.9651241,0.0073994,0.0307730925
4294,251338.4728498,0,0.0256224304
4295,230320.1390202,0,0.0225746486
4296,213404.8571832,0,0.0211877209
4297,207649.5075378,0,0.0217338438
4298,205078.7539271,0,0.0211353779
4299,205360.290678,0,0.0228294855
4300,209306.4205472,0,0.0290929532
4301,215541.7672762,0.0028749,0.0356658468
4302,245144.6643299,0.056483,0.0449703151
4303,275882.9391005,0.1031,0.0460034719
4304,288685.9382316,0.15706,0.0443599881
4305,290149.006265,0.1993,0.0421255416
4306,295419.7434704,0.22589,0.0384307538
4307,298825.8766207,0.26797,0.0358059824
4308,298124.3424217,0.30009,0.0308717473
4309,295959.7401894,0.31906,0.0292426164
4310,292179.7631568,0.31122,0.0272212165
4311,289512.0870581,0.28877,0.0278645465
4312,285773.6482346,0.25297,0.0284271403
4313,285824.4171569,0.17879,0.031998298
4314,285044.4218962,0.11086,0.0340165954
4315,282039.8247677,0.055542,0.0369278091
4316,271350.6589466,0.048583,0.0363736157
4317,262475.3282584,0.0057045,0.0332202812
4318,251052.3207423,0,0.0276600196
4319,229526.2976898,0,0.0243698671
4320,216206.3786225,0,0.0228726458
4321,211304.8699429,0,0.0188639601
4322,207211.0486634,0,0.0183445196
4323,208660.2706271,0,0.0198149259
4324,212546.4008608,0,0.0252513229
4325,217863.2916319,0.0021638,0.0309562871
4326,247696.9565143,0.045775,0.0390321306
4327,277401.3914127,0.070719,0.0399288623
4328,288602.8618133,0.10286,0.0385023953
4329,289581.3174066,0.12264,0.0365630002
4330,290938.2322389,0.12888,0.0333560971
4331,299998.17719,0.13031,0.0310779183
4332,296670.5051015,0.12124,0.026795233
4333,296315.1226454,0.10385,0.0253812236
4334,293287.4487341,0.16846,0.023626743
4335,289442.8567095,0.21836,0.0241851233
4336,282852.1275244,0.24573,0.0246734285
4337,280752.1402841,0.15844,0.0277730264
4338,279842.9150394,0.084882,0.0295248141
4339,277687.5435202,0.032318,0.0320516114
4340,266458.3809802,0.040787,0.0315705975
4341,258316.8919869,0.0051352,0.0288336506
4342,252358.4666522,0,0.0240076035
4343,232083.2052308,0,0.021151905
4344,216114.0714911,0,0.019852387
4345,208198.7349699,0,0.0201328093
4346,207003.3576177,0,0.0195784296
4347,208927.9613083,0,0.02114774
4348,212740.2458369,0,0.0269498062
4349,218389.4422812,0.0016939,0.0330385043
4350,247932.3396995,0.05937,0.0416575543
4351,274687.5617483,0.11876,0.042614603
4352,287033.6405788,0.17457,0.0410921873
4353,289133.6278191,0.21255,0.0390223424
4354,295004.3613789,0.22979,0.035599733
4355,302135.0872829,0.23194,0.0331683167
4356,300164.3300266,0.21672,0.0285975646
4357,296716.6586672,0.18781,0.0270884444
4358,293370.5251524,0.2029,0.0252159519
4359,288233.6332876,0.20599,0.0258118907
4360,282173.6701083,0.19553,0.0263330408
4361,281541.366258,0.17321,0.0296411273
4362,280996.7541824,0.13805,0.0315107458
4363,279469.0711571,0.092909,0.0342075035
4364,268609.1371428,0.060322,0.0336941351
4365,257970.740244,0.0064292,0.0307730925
4366,253646.1511359,0,0.0256224304
4367,233103.1990332,0,0.0225746486
4368,219030.9768447,0,0.0211877209
4369,214041.7763902,0,0.0188639601
4370,214189.4678005,0,0.0183445196
4371,214295.6210017,0,0.0198149259
4372,216760.2214112,0,0.0252513229
4373,224034.0233689,0.0018218,0.0309562871
4374,253530.7672216,0.065304,0.0390321306
4375,278882.9208724,0.1399,0.0399288623
4376,291842.842127,0.20483,0.0385023953
4377,292678.2216666,0.24892,0.0365630002
4378,297427.4235793,0.26888,0.0333560971
4379,300210.4835923,0.25669,0.0310779183
4380,296619.7361792,0.22168,0.026795233
4381,289313.6267255,0.16979,0.0253812236
4382,282819.8200284,0.1622,0.023626743
4383,279519.8400793,0.14692,0.0241851233
4384,276353.7054709,0.1251,0.0246734285
4385,275878.3237439,0.10708,0.0277730264
4386,275892.1698136,0.082476,0.0295248141
4387,272809.1116234,0.053495,0.0320516114
4388,263070.7092562,0.047654,0.0315705975
4389,255464.6016253,0.005535,0.0288336506
4390,252395.3895048,0,0.0240076035
4391,235507.7998073,0,0.021151905
4392,219266.3600299,0,0.019852387
4393,208780.2698979,0,0.0178752329
4394,203315.6877165,0,0.0173830181
4395,203758.7619474,0,0.0187763551
4396,203200.3038022,0,0.0239278112
4397,200094.1688292,0.0015701,0.029333758
4398,203560.3016148,0.063101,0.0369863178
4399,219898.6638803,0.13538,0.0378360486
4400,236333.9486337,0.20314,0.0364843478
4401,245278.5096705,0.2528,0.0346466032
4402,249700.0212667,0.28074,0.0316077854
4403,251670.778523,0.34934,0.0294490141
4404,245638.5074832,0.40637,0.0253907995
4405,239066.2397244,0.44699,0.0240509034
4406,230453.9843608,0.44595,0.0223883813
4407,229646.2969607,0.42368,0.0229174949
4408,223923.2548112,0.38088,0.0233802063
4409,225183.2471554,0.27143,0.0263173432
4410,229978.6026339,0.16972,0.0279773135
4411,228340.1510507,0.085864,0.0303716725
4412,217069.4503015,0.057779,0.0299158702
4413,215444.8447881,0.0060504,0.0273223764
4414,215661.766547,0,0.0227492796
4415,202872.6134856,0,0.0200432584
4416,192377.2926405,0,0.0188118528
4417,186621.942995,0,0.0215914107
4418,185103.4906828,0,0.0164800875
4419,182218.8928252,0,0.0207049023
4420,181005.0540467,0,0.0210207931
4421,177252.7691536,0.0013383,0.0228576001
4422,178305.070452,0.059161,0.0310279328
4423,186455.7901584,0.1228,0.0280785774
4424,198044.9505111,0.22415,0.0304573675
4425,206154.1320084,0.33631,0.0304811128
4426,213871.008197,0.44855,0.0299594062
4427,221878.6518497,0.39212,0.0274674225
4428,218615.5947532,0.29056,0.025588691
4429,211563.329911,0.15812,0.024612261
4430,204751.0636105,0.10725,0.0232448473
4431,200809.5490978,0.056367,0.0235317757
4432,199941.8620623,0.011383,0.0230334929
4433,207077.2033228,0.057812,0.0248142749
4434,214743.3105892,0.079701,0.0274178106
4435,216760.2214112,0.073369,0.0292101747
4436,215066.3855492,0.054833,0.0295304655
4437,215269.4612384,0.006029,0.0278573924
4438,219714.0496174,0,0.0271604344
4439,206057.2095204,0,0.0219212822
4440,195718.8107988,0,0.0209793903
4441,195174.1987232,0,0.0188639601
4442,192548.0608337,0,0.0183445196
4443,193614.2082019,0,0.0198149259
4444,197652.6452025,0,0.0252513229
4445,205807.9802655,0.0019657,0.0309562871
4446,239246.2386307,0.082508,0.0390321306
4447,272342.9606096,0.20664,0.0399288623
4448,285325.9586471,0.30306,0.0385023953
4449,286904.4105948,0.3689,0.0365630002
4450,292775.1441546,0.39987,0.0333560971
4451,302135.0872829,0.38844,0.0310779183
4452,301419.7070142,0.34529,0.026795233
4453,298941.260535,0.27749,0.0253812236
4454,292267.4549316,0.30074,0.023626743
4455,289839.7773747,0.30674,0.0241851233
4456,283332.1246079,0.29324,0.0246734285
4457,280650.6024395,0.2396,0.0277730264
4458,280281.3739138,0.17696,0.0295248141
4459,275998.3230148,0.11071,0.0320516114
4460,266176.8442293,0.066013,0.0315705975
4461,258639.9669469,0.0065193,0.0288336506
4462,250798.4761308,0,0.0240076035
4463,232004.744169,0,0.021151905
4464,216709.4524889,0,0.019852387
4465,206689.5133708,0,0.0237221859
4466,204811.0632459,0,0.0230689686
4467,209121.8062843,0,0.0249180634
4468,212901.7833169,0,0.0317545505
4469,219446.3589362,0.0010752,0.0389287717
4470,248149.2614584,0.057439,0.0490844685
4471,273889.1050613,0.11977,0.0502121446
4472,286512.1052862,0.1665,0.0484183051
4473,290319.7744582,0.18757,0.045979438
4474,295304.3595561,0.18201,0.041946629
4475,301581.2444942,0.20586,0.0390817278
4476,298428.9559555,0.2185,0.0336960794
4477,293472.062997,0.21912,0.0319179058
4478,285805.9557306,0.20963,0.0297115762
4479,280465.9881766,0.1922,0.0304137618
4480,274973.7138558,0.16562,0.0310278251
4481,275924.4773096,0.13071,0.0349256937
4482,275915.2465965,0.092805,0.037128637
4483,272273.7302611,0.055212,0.0403061859
4484,263504.552774,0.048139,0.0397012916
4485,254989.2198984,0.0052908,0.0362594712
4486,250678.47686,0,0.0301905236
4487,231787.8224101,0,0.0265993682
4488,218781.7475898,0,0.0249651723
4489,212486.4012254,0,0.0201328093
4490,210211.0304353,0,0.0195784296
4491,210367.9525588,0,0.02114774
4492,214387.9281331,0,0.0269498062
4493,220429.4298861,0.0013228,0.0330385043
4494,248453.8749922,0.073482,0.0416575543
4495,274369.1021448,0.1826,0.042614603
4496,284679.808727,0.28047,0.0410921873
4497,284735.1930059,0.35687,0.0390223424
4498,289124.397106,0.4065,0.035599733
4499,295904.3559105,0.41659,0.0331683167
4500,292179.7631568,0.39731,0.0285975646
4501,287725.9440646,0.35295,0.0270884444
4502,282247.5158135,0.35646,0.0252159519
4503,276801.3950584,0.34188,0.0258118907
4504,272970.6491035,0.30981,0.0263330408
4505,273482.953683,0.22058,0.0296411273
4506,273926.0279139,0.13787,0.0315107458
4507,267178.3766054,0.06995,0.0342075035
4508,247226.190144,0.052472,0.0336941351
4509,238304.70589,0.0053792,0.0307730925
4510,237663.1713265,0,0.0256224304
4511,227947.8457421,0,0.0225746486
4512,214521.7734737,0,0.0211877209
4513,210003.3393896,0,0.0267600473
4514,206786.4358588,0,0.0267425482
4515,207067.9726097,0,0.0305796452
4516,210529.4900388,0,0.0396883712
4517,215569.4594156,0,0.0535670956
4518,247286.1897794,0.023398,0.068032466
4519,273750.6443642,0.0026999,0.064587743
4520,284356.733767,0.028538,0.0577565861
4521,287001.3330828,0.073471,0.0535837291
4522,292821.2977203,0.13341,0.0485097973
4523,297418.1928662,0.17356,0.0450591809
4524,291759.7657087,0.20937,0.0395409966
4525,286996.7177262,0.23676,0.0371390157
4526,283405.9703131,0.21874,0.0349211281
4527,279810.6075434,0.1909,0.0343836949
4528,277429.0835522,0.1562,0.0367445474
4529,278338.3087969,0.13397,0.0431087424
4530,279025.9969261,0.10328,0.0480689132
4531,278624.4609044,0.066921,0.053467195
4532,269619.9002321,0.05118,0.0522602645
4533,260961.4913027,0.0051634,0.04582084
4534,255644.6005316,0,0.036246108
4535,237677.0173962,0,0.030238188
4536,224472.4822433,0,0.027996332
4537,218477.134056,0,0.0299658587
4538,213160.2432849,0,0.0299462633
4539,212680.2462014,0,0.0342430384
4540,216469.4539472,0,0.0444429754
4541,222118.6503915,0,0.059984349
4542,251509.2410429,0.067631,0.076182648
4543,277927.542062,0.16899,0.0723252526
4544,288704.3996579,0.22999,0.064675734
4545,292078.2253122,0.24952,0.0600029753
4546,298308.9566846,0.22613,0.0543211944
4547,302832.0061253,0.25503,0.0504571996
4548,298327.4181109,0.26821,0.0442779455
4549,292212.0706528,0.26929,0.0415882111
4550,286442.8749376,0.28654,0.0391046241
4551,281933.6715666,0.28794,0.0385028073
4552,279939.8375274,0.27142,0.0411464862
4553,280299.83534,0.21269,0.0482731017
4554,278873.6901592,0.14986,0.0538274931
4555,275033.7134912,0.088712,0.0598724805
4556,263873.7812997,0.056856,0.0585209617
4557,253696.9200581,0.0051634,0.0513101043
4558,249580.0219958,0,0.0405883346
4559,232161.6662925,0,0.0338606751
4560,218721.7479544,0,0.0313502484
4561,209509.4962363,0,0.0299658587
4562,204455.6807898,0,0.0299462633
4563,200828.0105241,0,0.0342430384
4564,202184.9253563,0,0.0444429754
4565,199729.55566,0,0.059984349
4566,210127.954017,0.068732,0.076182648
4567,221587.8843857,0.17806,0.0723252526
4568,232849.3544217,0.30201,0.064675734
4569,243796.9802109,0.4229,0.0600029753
4570,250323.0944039,0.53047,0.0543211944
4571,251490.7796167,0.58768,0.0504571996
4572,243473.9052508,0.61566,0.0442779455
4573,232789.3547863,0.61522,0.0415882111
4574,225284.785,0.56209,0.0391046241
4575,222109.4196783,0.4848,0.0385028073
4576,222995.5681402,0.39097,0.0411464862
4577,227227.8501168,0.29,0.0482731017
4578,234783.1888255,0.19117,0.0538274931
4579,235401.6466061,0.10403,0.0598724805
4580,226669.3919716,0.060822,0.0585209617
4581,222510.9557001,0.0051438,0.0513101043
4582,221407.8854794,0,0.0405883346
4583,210266.4147142,0,0.0338606751
4584,195234.1983587,0,0.0313502484
4585,189331.1573029,0,0.0217338438
4586,187461.9378912,0,0.0211353779
4587,186534.2512202,0,0.0228294855
4588,186285.0219653,0,0.0290929532
4589,181554.2814788,0,0.0356658468
4590,184881.9535673,0.070541,0.0449703151
4591,192146.5248119,0.18661,0.0460034719
4592,199757.2477994,0.30542,0.0443599881
4593,207561.8157629,0.41321,0.0421255416
4594,214918.6941389,0.50225,0.0384307538
4595,221384.8086965,0.53464,0.0358059824
4596,215306.384091,0.53473,0.0308717473
4597,208240.273179,0.50536,0.0292426164
4598,204903.3703773,0.47767,0.0272212165
4599,203380.3027085,0.42855,0.0278645465
4600,204635.6796962,0.36259,0.0284271403
4601,210903.3339211,0.25507,0.031998298
4602,220281.7384758,0.15641,0.0340165954
4603,224601.7122273,0.076551,0.0369278091
4604,224121.7151438,0.052734,0.0363736157
4605,223927.8701678,0.0037391,0.0332202812
4606,227869.3846804,0,0.0276600196
4607,217244.8338513,0,0.0243698671
4608,203712.6083817,0,0.0228726458
4609,199397.2499868,0,0.0178752329
4610,202300.3092706,0,0.0173830181
4611,201552.621506,0,0.0187763551
4612,204861.8321682,0,0.0239278112
4613,213178.7047112,0,0.029333758
4614,247424.6504766,0.053091,0.0369863178
4615,274835.2531586,0.12457,0.0378360486
4616,291270.5379121,0.24553,0.0364843478
4617,297012.0414878,0.38568,0.0346466032
4618,302818.1600556,0.53151,0.0316077854
4619,308910.4307308,0.5675,0.0294490141
4620,305430.4518754,0.5703,0.0253907995
4621,302744.3143504,0.54286,0.0240509034
4622,298105.8809954,0.52686,0.0223883813
4623,290910.5400994,0.48682,0.0229174949
4624,288561.3236042,0.42506,0.0233802063
4625,288016.7115287,0.29551,0.0263173432
4626,285229.0361591,0.17762,0.0279773135
4627,281342.9059253,0.083868,0.0303716725
4628,270782.9700883,0.053942,0.0299158702
4629,264275.3173215,0.0035378,0.0273223764
4630,256373.82687,0,0.0227492796
4631,237875.4777288,0,0.0200432584
4632,225377.0921314,0,0.0188118528
4633,222797.1078076,0,0.0188639601
4634,215177.154107,0,0.0183445196
4635,213667.9325079,0,0.0198149259
4636,215800.2272442,0,0.0252513229
4637,221537.1154634,0,0.0309562871
4638,251320.0114235,0.050514,0.0390321306
4639,275462.9416524,0.11941,0.0399288623
4640,287887.4815447,0.21967,0.0385023953
4641,292608.991318,0.32744,0.0365630002
4642,300062.792182,0.43211,0.0333560971
4643,304738.1483896,0.50581,0.0310779183
4644,299725.8711522,0.55868,0.026795233
4645,296384.352994,0.58706,0.0253812236
4646,291459.7675315,0.57906,0.023626743
4647,288879.7832077,0.54458,0.0241851233
4648,284112.1198686,0.48479,0.0246734285
4649,281287.5216465,0.34947,0.0277730264
4650,278725.9987489,0.22072,0.0295248141
4651,276921.3943292,0.11253,0.0320516114
4652,267704.5272546,0.061783,0.0315705975
4653,259572.2689745,0.003669,0.0288336506
4654,253216.9229746,0,0.0240076035
4655,234017.0396345,0,0.021151905
4656,220840.196621,0,0.019852387
4657,212454.0937294,0,0.0240625018
4658,209804.879057,0,0.0240467667
4659,211535.6377715,0,0.0274970652
4660,216058.6872122,0,0.0356875865
4661,222603.2628315,0,0.0481672666
4662,252053.8531185,0.049253,0.0611744559
4663,276736.7800663,0.11935,0.0580769781
4664,290310.543745,0.22069,0.0519344357
4665,293984.3675765,0.32985,0.0481822234
4666,300436.6360643,0.43637,0.0436197691
4667,305965.8332378,0.48896,0.0405169919
4668,303455.0792625,0.51685,0.0355550679
4669,300053.5614689,0.51951,0.0333952187
4670,294413.5957377,0.51605,0.0314009052
4671,290176.6984045,0.48817,0.0309176479
4672,281905.9794272,0.43632,0.0330405148
4673,280784.4477801,0.31028,0.0387631673
4674,285824.4171569,0.19257,0.0432233282
4675,284485.963751,0.095563,0.0480774365
4676,275130.6359792,0.055629,0.0469921706
4677,268189.1396947,0.0031035,0.041201872
4678,259539.9614785,0,0.0325923205
4679,241927.7607992,0,0.0271900286
4680,229604.7587515,0,0.0251741629
4681,221514.0386805,0,0.0337224717
4682,217470.9863233,0,0.0337004197
4683,216977.1431701,0,0.0385358519
4684,219686.3574779,0,0.0500144846
4685,227555.5404335,0,0.0675041731
4686,253299.9993929,0.054783,0.0857331411
4687,279907.5300314,0.14601,0.0813921706
4688,290481.3119382,0.2231,0.0727836846
4689,294658.209636,0.27674,0.0675251343
4690,301447.3991537,0.30322,0.0611310678
4691,308601.2018405,0.34607,0.0567826706
4692,303113.5428762,0.37152,0.0498287661
4693,297561.2689199,0.381,0.0468018383
4694,290744.3872628,0.38951,0.0440069011
4695,286350.5678061,0.37681,0.0433296386
4696,281467.5205528,0.34298,0.0463047373
4697,276644.4729349,0.25335,0.0543247675
4698,272398.3448885,0.16569,0.0605754745
4699,273002.9565995,0.08882,0.0673782804
4700,266075.3063847,0.053582,0.0658573309
4701,256659.9789775,0.0029222,0.0577424981
4702,251467.7028338,0,0.0456766141
4703,231501.6703027,0,0.0381055544
4704,215832.5347402,0,0.0352804127
4705,210118.7233039,0,0.0240625018
4706,205466.4438791,0,0.0240467667
4707,208240.273179,0,0.0274970652
4708,213252.5504164,0,0.0356875865
4709,219298.6675259,0,0.0481672666
4710,245306.20181,0.050691,0.0611744559
4711,267506.066922,0.13301,0.0580769781
4712,277036.7782435,0.22363,0.0519344357
4713,276081.3994331,0.30605,0.0481822234
4714,281605.98125,0.37333,0.0436197691
4715,296056.6626774,0.40133,0.0405169919
4716,289922.853793,0.40309,0.0355550679
4717,282150.5933255,0.38254,0.0333952187
4718,275176.789545,0.36875,0.0314009052
4719,271650.6571238,0.33768,0.0309176479
4720,270035.2823236,0.29108,0.0330405148
4721,271913.7324484,0.22555,0.0387631673
4722,270746.0472357,0.15663,0.0432233282
4723,268406.0614536,0.090293,0.0480774365
4724,257269.206045,0.053568,0.0469921706
4725,247904.6475601,0.0027382,0.041201872
4726,244729.2822385,0,0.0325923205
4727,226544.7773442,0,0.0271900286
4728,211194.1013852,0,0.0251741629
4729,202591.0767347,0,0.0201328093
4730,195658.8111633,0,0.0195784296
4731,197740.3369774,0,0.02114774
4732,202411.0778284,0,0.0269498062
4733,201700.3129163,0,0.0330385043
4734,205064.9078574,0.061107,0.0416575543
4735,212758.7072631,0.18119,0.042614603
4736,224310.9447632,0.25989,0.0410921873
4737,235563.1840862,0.29466,0.0390223424
4738,245167.7411128,0.28369,0.035599733
4739,250410.7861788,0.32372,0.0331683167
4740,245080.0493379,0.3474,0.0285975646
4741,236860.0992829,0.35406,0.0270884444
4742,228289.3821284,0.3377,0.0252159519
4743,222654.0317538,0.30593,0.0258118907
4744,223858.6398192,0.26071,0.0263330408
4745,225746.3206572,0.20054,0.0296411273
4746,224583.250801,0.1379,0.0315107458
4747,222261.7264452,0.078482,0.0342075035
4748,211581.7913372,0.049011,0.0336941351
4749,205097.2153534,0.0013989,0.0307730925
4750,205651.058142,0,0.0256224304
4751,193161.9032578,0,0.0225746486
4752,180345.0580569,0,0.0211877209
4753,174091.2499016,0,0.0237221859
4754,171105.1141995,0,0.0230689686
4755,173431.2539118,0,0.0249180634
4756,173089.7175255,0,0.0317545505
4757,168654.3598596,0,0.0389287717
4758,171354.3434544,0.058061,0.0490844685
4759,178706.6064738,0.17895,0.0502121446
4760,184914.2610633,0.28232,0.0484183051
4761,189995.7686493,0.36053,0.045979438
4762,197001.8799258,0.40876,0.041946629
4763,205540.2895843,0.429,0.0390817278
4764,201898.7732489,0.41991,0.0336960794
4765,191675.7584415,0.38626,0.0319179058
4766,186012.7159275,0.37797,0.0297115762
4767,182329.6613829,0.35142,0.0304137618
4768,182209.6621121,0.30825,0.0310278251
4769,190064.9989979,0.22385,0.0349256937
4770,197343.4163122,0.14284,0.037128637
4771,201677.2361334,0.073694,0.0403061859
4772,201644.9286374,0.046825,0.0397012916
4773,202729.5374319,0.0011232,0.0362594712
4774,208184.8889001,0,0.0301905236
4775,194569.5870123,0,0.0265993682
4776,184138.8811592,0,0.0249651723
4777,177003.5398987,0,0.0299658587
4778,177681.9973148,0,0.0299462633
4779,181568.1275485,0,0.0342430384
4780,186792.7111882,0,0.0444429754
4781,195086.5069484,0,0.059984349
4782,226729.3916071,0.04765,0.076182648
4783,254859.9899143,0.13907,0.0723252526
4784,269047.5960171,0.21252,0.064675734
4785,273533.7226053,0.25857,0.0600029753
4786,283613.6613588,0.27264,0.0543211944
4787,290882.84796,0.32102,0.0504571996
4788,286682.8734793,0.35542,0.0442779455
4789,280996.7541824,0.37277,0.0415882111
4790,275758.324473,0.36892,0.0391046241
4791,271904.5017353,0.34676,0.0385028073
4792,270990.661134,0.30732,0.0411464862
4793,272610.6512908,0.23469,0.0482731017
4794,270607.5865385,0.1598,0.0538274931
4795,268378.3693142,0.08959,0.0598724805
4796,258372.2762657,0.051342,0.0585209617
4797,252090.775971,0.0011807,0.0513101043
4798,246206.1963415,0,0.0405883346
4799,225497.0914023,0,0.0338606751
4800,212094.0959168,0,0.0313502484
4801,206712.5901536,0,0.0237221859
4802,205803.3649089,0,0.0230689686
4803,205438.7517397,0,0.0249180634
4804,209532.5730192,0,0.0317545505
4805,216944.8356741,0,0.0389287717
4806,243076.9845856,0.037428,0.0490844685
4807,266167.6135161,0.097507,0.0502121446
4808,278670.6144701,0.14695,0.0484183051
4809,283244.4328331,0.17321,0.045979438
4810,288450.5550465,0.17389,0.041946629
4811,293375.140509,0.20406,0.0390817278
4812,290185.9291176,0.2248,0.0336960794
4813,286636.7199136,0.23382,0.0319179058
4814,282145.9779689,0.19239,0.0297115762
4815,276829.0871978,0.1442,0.0304137618
4816,273404.4926212,0.095178,0.0310278251
4817,276358.3208274,0.11652,0.0349256937
4818,276436.7818892,0.11358,0.037128637
4819,274747.5613837,0.086253,0.0403061859
4820,264695.3147696,0.019806,0.0397012916
4821,257947.6634611,0,0.0362594712
4822,251375.3957024,0,0.0301905236
4823,230717.0596854,0,0.0265993682
4824,215214.0769595,0,0.0249651723
4825,209643.3415769,0,0.0237221859
4826,209158.7291369,0,0.0230689686
4827,208226.4271093,0,0.0249180634
4828,213031.0133009,0,0.0317545505
4829,219543.2814242,0,0.0389287717
4830,246206.1963415,0.049862,0.0490844685
4831,270639.8940345,0.16057,0.0502121446
4832,282418.2840067,0.20629,0.0484183051
4833,285704.417886,0.18723,0.045979438
4834,292124.3788779,0.10385,0.041946629
4835,297616.6531988,0.12113,0.0390817278
4836,294455.1339468,0.13211,0.0336960794
4837,292470.5306208,0.136,0.0319179058
4838,288085.9418773,0.10788,0.0297115762
4839,286498.2592164,0.076227,0.0304137618
4840,283964.4284583,0.045632,0.0310278251
4841,285141.3443842,0.060684,0.0349256937
4842,284642.8858744,0.061125,0.037128637
4843,279487.5325833,0.046695,0.0403061859
4844,266139.9213767,0.0093575,0.0397012916
4845,260841.4920318,0,0.0362594712
4846,251998.4688396,0,0.0301905236
4847,232046.2823782,0,0.0265993682
4848,219132.5146893,0,0.0249651723
4849,212384.8633808,0,0.0299658587
4850,213206.3968506,0,0.0299462633
4851,214083.3145994,0,0.0342430384
4852,218694.0558149,0,0.0444429754
4853,225834.0124321,0,0.059984349
4854,250826.1682703,0.022606,0.076182648
4855,275384.4805907,0.04024,0.0723252526
4856,288229.017931,0.051967,0.064675734
4857,291856.6881967,0.044211,0.0600029753
4858,298382.8023897,0.018077,0.0543211944
4859,303842.7692146,0.070173,0.0504571996
4860,301415.0916576,0.13146,0.0442779455
4861,298728.9541327,0.19125,0.0415882111
4862,294708.9785583,0.17309,0.0391046241
4863,289881.3155838,0.14714,0.0385028073
4864,285939.8010712,0.1164,0.0411464862
4865,284947.4994082,0.098897,0.0482731017
4866,281998.2865586,0.074696,0.0538274931
4867,276261.3983394,0.046068,0.0598724805
4868,265359.926116,0.0090561,0.0585209617
4869,257453.8203079,0,0.0513101043
4870,246478.5023793,0,0.0405883346
4871,226314.0095156,0,0.0338606751
4872,213524.8564541,0,0.0313502484
4873,206569.5140999,0,0.038063422
4874,206791.0512153,0,0.0380385314
4875,207787.9682349,0,0.0434964082
4876,211835.6359487,0,0.0564526365
4877,219317.1289522,0,0.0761936982
4878,244641.5904636,0.034851,0.0967692037
4879,270284.5115785,0.10573,0.0918694386
4880,285981.3392804,0.16678,0.0821528187
4881,291256.6918423,0.20483,0.0762173577
4882,295068.9763709,0.21766,0.0690002102
