timestep,demand_el,pv,demand_th
2133,262719.9421567,0,0.1314085049
2134,248878.4877968,0,0.1054664948
2135,229766.2962315,0,0.0756623425
2136,215421.7680053,0,0.0713281371
2137,208475.6563642,0,0.0601640494
2138,206297.2080621,0,0.0618289003
2139,208743.3470454,0,0.0700103293
2140,215140.2312544,0,0.0917681877
2141,223101.7213413,0,0.1385227473
2142,245938.5056604,0,0.180201344
2143,269186.0567143,0.018685,0.1713573329
2144,282455.2068592,0.18484,0.1538017634
2145,283645.9688549,0.37621,0.1370442046
2146,282925.9732296,0.53981,0.1229976738
2147,286119.7999775,0.66201,0.1130437316
2148,282921.357873,0.73748,0.1033495226
2149,280096.7596509,0.76474,0.0970312553
2150,277406.0067693,0.7172,0.0919559201
2151,271212.1982495,0.62595,0.0939115381
2152,268553.7528639,0.49761,0.1016704243
2153,269319.9020549,0.34926,0.1183800176
2154,276727.5493532,0.18332,0.1342079644
2155,281749.0573037,0.031732,0.1446083854
2156,285907.4935752,0,0.1384284739
2157,270256.819439,0,0.1198037005
2158,254693.8370777,0,0.0869857697
2159,234266.2688894,0,0.0649201249
2160,232493.9719657,0,0.0610137968
2161,226341.701655,0,0.0479210266
2162,222755.5695984,0,0.0492470904
2163,224938.6332571,0,0.0557636477
2164,231732.4381313,0,0.0730939126
2165,240473.9234789,0,0.1103342002
2166,263518.3988437,0,0.1435314527
2167,283964.4284583,0.023574,0.1364871447
2168,294210.5200485,0.19287,0.1225040282
2169,301396.6302314,0.38245,0.109156532
2170,309076.5835674,0.5439,0.0979683859
2171,312067.3346262,0.65256,0.0900400111
2172,306588.906375,0.71291,0.0823185154
2173,301115.0934805,0.7258,0.0772859776
2174,298359.7256069,0.67437,0.0732434426
2175,292502.8381168,0.58256,0.0748011041
2176,285492.1114837,0.45786,0.0809811036
2177,278209.0788129,0.30929,0.094290395
2178,278684.4605398,0.15627,0.1068974497
2179,278075.2334723,0.026256,0.1151814474
2180,279510.6093662,0,0.1102591108
2181,265129.1582874,0,0.095424367
2182,253530.7672216,0,0.069284688
2183,234330.8838814,0,0.0517092694
2184,218218.674088,0,0.0485978556
2185,211521.7917018,0,0.0601640494
2186,210123.3386604,0,0.0618289003
2187,209638.7262204,0,0.0700103293
2188,208217.1963961,0,0.0917681877
2189,203001.8434696,0,0.1385227473
2190,190152.6907727,0,0.180201344
2191,187028.0943734,0.026429,0.1713573329
2192,194486.510594,0.20039,0.1538017634
2193,201303.3922511,0.38977,0.1370442046
2194,205844.9031181,0.54962,0.1229976738
2195,213875.6235536,0.66243,0.1130437316
2196,212223.3259008,0.72782,0.1033495226
2197,203574.1476846,0.62846,0.0970312553
2198,192437.292276,0.58246,0.0919559201
2199,190037.3068584,0.50138,0.0939115381
2200,189769.6161772,0.39259,0.1016704243
2201,198529.5629512,0.26387,0.1183800176
2202,210294.1068536,0.13325,0.1342079644
2203,218661.7483189,0.022669,0.1446083854
2204,230597.0604145,0,0.1384284739
2205,225146.3243028,0,0.1198037005
2206,221610.9611685,0,0.0869857697
2207,205960.2870324,0,0.0649201249
2208,194417.2802454,0,0.0610137968
2209,188108.0878113,0,0.0728340042
2210,186603.4815687,0,0.075176995
2211,185731.1791766,0,0.0795252088
2212,190037.3068584,0,0.0925075248
2213,193074.2114829,0,0.1257445746
2214,192289.6008656,0,0.1681132618
2215,198141.8729991,0.025538,0.1857637523
2216,211789.482383,0.17227,0.1743855478
2217,220526.3523741,0.33106,0.1564204245
2218,222954.029931,0.46501,0.1422724912
2219,225598.6292469,0.55158,0.1302206864
2220,223041.7217059,0.59837,0.1216831593
2221,217724.8309348,0.60493,0.1171427234
2222,215643.3051207,0.53172,0.1158653354
2223,215407.9219356,0.4289,0.1174421221
2224,216529.4535826,0.30954,0.1223781601
2225,220840.196621,0.21353,0.1329216783
2226,227472.4640152,0.11185,0.1443507254
2227,231155.5185597,0.021084,0.1514068015
2228,234686.2663374,0,0.1449937513
2229,228460.1503216,0,0.1314085049
2230,223807.8708969,0,0.1054664948
2231,206804.8972851,0,0.0756623425
2232,189968.0765098,0,0.0713281371
2233,178854.2978841,0,0.0884983067
2234,175748.162911,0,0.091345201
2235,176698.9263649,0,0.0966285787
2236,178388.1468703,0,0.1124029825
2237,178037.3797708,0,0.1527882757
2238,175480.4722299,0,0.2042691343
2239,175812.7779031,0.028052,0.2257156899
2240,188795.7759405,0.17622,0.2118903917
2241,198035.719798,0.33124,0.1900615357
2242,205041.8310745,0.46108,0.1728708271
2243,212887.9372472,0.51699,0.1582270583
2244,206001.8252415,0.52599,0.1478533779
2245,195248.0444284,0.49401,0.142336437
2246,190277.3054002,0.39216,0.140784323
2247,186857.3261802,0.27244,0.1427002269
2248,185781.9480989,0.15459,0.1486978514
2249,192441.9076325,0.10552,0.1615089486
2250,202789.5370673,0.0542,0.1753960241
2251,208180.2735436,0.0092449,0.1839696401
2252,214457.1584817,0,0.1761773446
2253,213358.7036175,0,0.1596703393
2254,211798.7130961,0,0.1281490191
2255,196701.8817486,0,0.0919349314
2256,184346.572205,0,0.0866685749
2257,179675.8313539,0,0.0805337788
2258,177677.3819582,0,0.0831244629
2259,176265.0828471,0,0.0879323558
2260,179768.1384854,0,0.1022871201
2261,179657.3699277,0,0.139037883
2262,176666.6188689,0,0.1858856502
2263,179288.1414019,0.033685,0.2054020934
2264,189428.0797909,0.17164,0.192821022
2265,201335.6997471,0.2923,0.1729566842
2266,208438.7335116,0.37092,0.1573130772
2267,213654.0864381,0.43954,0.1439871948
2268,210723.3350148,0.47475,0.134547108
2269,203269.5341508,0.47742,0.129526672
2270,195308.0440638,0.43213,0.1281142426
2271,190438.8428802,0.36247,0.1298577221
2272,188301.9327873,0.27581,0.135315582
2273,195695.7340159,0.18108,0.1469737268
2274,205734.1345603,0.090334,0.1596110157
2275,212509.4780082,0.01655,0.1674130372
2276,224070.9462215,0,0.1603220202
2277,223484.7959368,0,0.1453005856
2278,221509.4233239,0,0.1166160704
2279,205752.5959866,0,0.0836611198
2280,192861.9050806,0,0.0788687163
2281,189695.7704721,0,0.0884983067
2282,191929.603053,0,0.091345201
2283,194389.588106,0,0.0966285787
2284,202337.2321232,0,0.1124029825
2285,215509.4597801,0,0.1527882757
2286,244955.4347105,0,0.2042691343
2287,269209.1334972,0.037219,0.2257156899
2288,281841.3644351,0.17023,0.2118903917
2289,281661.3655288,0.27007,0.1900615357
2290,281361.3673516,0.31854,0.1728708271
2291,282685.9746878,0.35053,0.1582270583
2292,276395.24368,0.34646,0.1478533779
2293,271147.5832575,0.31234,0.142336437
2294,265023.0050862,0.25745,0.140784323
2295,260583.0320638,0.19025,0.1427002269
2296,255321.5255715,0.12139,0.1486978514
2297,258695.3512258,0.078557,0.1615089486
2298,266084.5370978,0.038059,0.1753960241
2299,272047.577789,0.0060385,0.1839696401
2300,280479.8342464,0,0.1761773446
2301,272975.26446,0,0.1596703393
2302,259124.579387,0,0.1281490191
2303,238766.2415472,0,0.0919349314
2304,224218.6376318,0,0.0866685749
2305,218094.0594606,0,0.0966308533
2306,213012.5518746,0,0.0997393628
2307,213469.4721753,0,0.1055082562
2308,218735.5940241,0,0.1227322478
2309,227167.8504814,0,0.1668287453
2310,255912.2912128,0,0.2230404343
2311,276806.0104149,0.041851,0.2464578199
2312,285658.2643203,0.16471,0.2313620466
2313,284116.7352252,0.23845,0.2075272292
2314,282016.7479849,0.24682,0.1887567815
2315,283045.9725005,0.29631,0.1727673245
2316,278601.3841215,0.32392,0.1614403552
2317,272827.5730497,0.32868,0.1554164355
2318,266970.6855597,0.33456,0.15372169
2319,265766.0774943,0.31651,0.1558136558
2320,264372.2398095,0.27354,0.1623624316
2321,265909.1535481,0.19445,0.1763508039
2322,270930.6614986,0.10765,0.1915140313
2323,277646.0053111,0.025258,0.2008755193
2324,287605.9447938,0,0.1923671513
2325,277064.470383,0,0.1743432356
2326,258076.8934451,0,0.1399252656
2327,235664.7219307,0,0.1003832865
2328,216963.2971004,0,0.0946329785
2329,213894.0849799,0,0.1048325081
2330,211835.6359487,0,0.1082048559
2331,213109.4743626,0,0.1144633908
2332,219127.8993327,0,0.1331492885
2333,230749.3671814,0,0.1809885268
2334,257010.746077,0,0.2419712475
2335,277309.0842813,0.045714,0.2673762106
2336,287739.7901344,0.1727,0.2509991663
2337,288496.7086122,0.25243,0.2251413414
2338,292627.4527443,0.27063,0.2047777303
2339,294330.5193194,0.31226,0.1874311497
2340,289539.7791975,0.32796,0.175142791
2341,285432.1118483,0.3194,0.1686075841
2342,279939.8375274,0.30662,0.1667689952
2343,277756.7738688,0.27407,0.169038519
2344,273921.4125573,0.22384,0.1761431296
2345,274036.7964716,0.16009,0.1913187811
2346,279413.6868782,0.089317,0.2077690049
2347,284112.1198686,0.021316,0.2179250599
2348,288164.402939,0,0.2086945344
2349,278167.5406037,0,0.1891408181
2350,262719.9421567,0,0.1518015834
2351,240658.5377418,0,0.1089034333
2352,225252.477504,0,0.1026650613
2353,216940.2203175,0,0.0966308533
2354,217697.1387953,0,0.0997393628
2355,219137.1300459,0,0.1055082562
2356,225021.7096754,0,0.1227322478
2357,233767.8103796,0,0.1668287453
2358,257130.7453478,0,0.2230404343
2359,281259.8295071,0.049892,0.2464578199
2360,292345.9159934,0.20033,0.2313620466
2361,293993.5982896,0.33028,0.2075272292
2362,296481.275482,0.4215,0.1887567815
2363,298221.2649097,0.4526,0.1727673245
2364,291704.3814298,0.43855,0.1614403552
2365,283627.5074286,0.38555,0.1554164355
2366,277290.622855,0.34407,0.15372169
2367,273192.1862189,0.28371,0.1558136558
2368,270141.4355247,0.21176,0.1623624316
2369,271401.4278689,0.13574,0.1763508039
2370,273898.3357745,0.066671,0.1915140313
2371,275462.9416524,0.013705,0.2008755193
2372,275352.1730947,0,0.1923671513
2373,267889.1415175,0,0.1743432356
2374,254564.6070937,0,0.1399252656
2375,234746.2659729,0,0.1003832865
2376,217069.4503015,0,0.0946329785
2377,209366.4201826,0,0.0538141503
2378,204386.4504413,0,0.0553032878
2379,207598.7386155,0,0.0626212235
2380,211046.4099749,0,0.0820826905
2381,210109.4925907,0,0.12390263
2382,205757.2113432,0,0.1611823392
2383,212560.2469305,0.055296,0.1532717522
2384,228746.3024291,0.17788,0.1375690516
2385,240007.7724651,0.2429,0.1225801372
2386,242883.1396096,0.23994,0.1100161205
2387,246538.5020147,0.24477,0.1011127481
2388,240072.3874572,0.22081,0.0924416957
2389,232526.2794617,0.17468,0.0867902778
2390,227786.3082621,0.21495,0.0822506091
2391,226618.6230493,0.23479,0.0839998252
2392,224878.6336216,0.22777,0.0909398146
2393,231233.9796215,0.18916,0.105885826
2394,236878.5607092,0.1232,0.1200432426
2395,239121.6240033,0.038428,0.1293459711
2396,238175.475906,0,0.1238183065
2397,232364.7419817,0,0.107159249
2398,227149.3890551,0,0.0778050237
2399,210538.7207519,0,0.058068255
2400,197306.4934596,0,0.0545742128
2401,189783.462247,0,0.038063422
2402,188020.3960364,0,0.0380385314
2403,191084.9928003,0,0.0434964082
2404,194740.3552055,0,0.0564526365
2405,193928.0524488,0,0.0761936982
2406,188565.0081119,0,0.0967692037
2407,188140.3953073,0.05901,0.0918694386
2408,197029.5720652,0.20739,0.0821528187
2409,207137.2029583,0.33158,0.0762173577
2410,218218.674088,0.41823,0.0690002102
2411,229240.1455823,0.4827,0.0640920623
2412,225280.1696434,0.51177,0.0562430112
2413,215514.0751367,0.50679,0.0528264399
2414,207857.1985835,0.48586,0.0496717223
2415,204044.9140549,0.43568,0.0489072787
2416,202567.9999518,0.35952,0.0522653492
2417,210271.0300708,0.24558,0.0613177638
2418,220304.8152586,0.13246,0.0683730977
2419,226475.5469956,0.034329,0.0760515999
2420,234824.7270346,0,0.074334865
2421,236112.4115182,0,0.0651754444
2422,235286.2626918,0,0.0515563703
2423,219534.0507111,0,0.0430107203
2424,208858.7309597,0,0.0398219102
2425,204575.6800607,0,0.038063422
2426,202747.9988581,0,0.0380385314
2427,207040.2804702,0,0.0434964082
2428,215135.6158978,0,0.0564526365
2429,228197.074997,0,0.0761936982
2430,262350.7136309,0,0.0967692037
2431,288492.0932556,0.064371,0.0918694386
2432,300164.3300266,0.22105,0.0821528187
2433,302545.8540178,0.36767,0.0762173577
2434,307055.0573888,0.48787,0.0690002102
2435,310161.1923619,0.48011,0.0640920623
2436,304475.073065,0.41388,0.0562430112
2437,299550.4876025,0.30417,0.0528264399
2438,294455.1339468,0.29317,0.0496717223
2439,292595.1452483,0.2636,0.0489072787
2440,286885.9491685,0.21762,0.0522653492
2441,285625.9568243,0.14686,0.0613177638
2442,285182.8825934,0.078023,0.0683730977
2443,285875.1860792,0.020071,0.0760515999
2444,289336.7035083,0,0.074334865
2445,282621.3596958,0,0.0651754444
2446,267561.4512009,0,0.0515563703
2447,244678.5133162,0,0.0430107203
2448,228427.8428256,0,0.0398219102
2449,217115.6038673,0,0.0479210266
2450,214378.69742,0,0.0492470904
2451,217812.5227097,0,0.0557636477
2452,224915.5564742,0,0.0730939126
2453,237700.0941791,0,0.1103342002
2454,267224.5301711,0,0.1435314527
2455,290905.9247429,0.038269,0.1364871447
2456,299278.1815647,0.11627,0.1225040282
2457,299139.7208676,0.16988,0.109156532
2458,300072.0228951,0.19283,0.0979683859
2459,302735.0836373,0.24414,0.0900400111
2460,301355.0920222,0.2829,0.0823185154
2461,298553.5705829,0.30613,0.0772859776
2462,292392.0695591,0.26652,0.0732434426
2463,289816.7005918,0.21253,0.0748011041
2464,283138.2796319,0.15218,0.0809811036
2465,283212.1253371,0.097517,0.094290395
2466,285293.6511511,0.048269,0.1068974497
2467,287347.4848257,0.010783,0.1151814474
2468,290596.6958525,0,0.1102591108
2469,282215.2083175,0,0.095424367
2470,266084.5370978,0,0.069284688
2471,240501.6156184,0,0.0517092694
2472,223600.1798511,0,0.0485978556
2473,217267.9106341,0,0.0538141503
2474,214092.5453125,0,0.0553032878
2475,217503.2938193,0,0.0626212235
2476,222755.5695984,0,0.0820826905
2477,234201.6538974,0,0.12390263
2478,267427.6058603,0,0.1611823392
2479,290070.5452033,0.05016,0.1532717522
2480,298484.3402343,0.14499,0.1375690516
2481,298498.186304,0.21512,0.1225801372
2482,300662.7885364,0.25153,0.1100161205
2483,305190.4533337,0.2924,0.1011127481
2484,303681.2317346,0.31238,0.0924416957
2485,301322.7845262,0.31128,0.0867902778
2486,296125.893026,0.27909,0.0822506091
2487,292073.6099556,0.2318,0.0839998252
2488,285002.8836871,0.17486,0.0909398146
2489,285478.265414,0.11187,0.105885826
2490,287389.0230349,0.055674,0.1200432426
2491,290149.006265,0.013063,0.1293459711
2492,291284.3839818,0,0.1238183065
2493,282076.7476203,0,0.107159249
2494,265913.7689046,0,0.0778050237
2495,243640.0580874,0,0.058068255
2496,223835.5630363,0,0.0545742128
2497,215537.1519196,0,0.0479210266
2498,214267.9288622,0,0.0492470904
2499,216990.9892398,0,0.0557636477
2500,221112.5026587,0,0.0730939126
2501,232738.585864,0,0.1103342002
2502,266282.9974304,0,0.1435314527
2503,288344.4018453,0.078439,0.1364871447
2504,295973.5862591,0.22754,0.1225040282
2505,295650.511299,0.35636,0.109156532
2506,298415.1098857,0.45207,0.0979683859
2507,302795.0832727,0.49896,0.0900400111
2508,300422.7899946,0.50738,0.0823185154
2509,297150.502185,0.48034,0.0772859776
2510,291552.074663,0.37818,0.0732434426
2511,286705.9502622,0.2601,0.0748011041
2512,280687.5252921,0.14555,0.0809811036
2513,281379.8287779,0.092981,0.094290395
2514,285132.1136711,0.046213,0.1068974497
2515,286059.8003421,0.011081,0.1151814474
2516,287873.6354749,0,0.1102591108
2517,280202.912852,0,0.095424367
2518,262779.9417921,0,0.069284688
2519,236841.6378566,0,0.0517092694
2520,219294.0521693,0,0.0485978556
2521,213095.6282929,0,0.0538141503
2522,213331.0114781,0,0.0553032878
2523,216026.3797162,0,0.0626212235
2524,223840.1783929,0,0.0820826905
2525,236781.6382212,0,0.12390263
2526,264644.5458473,0,0.1611823392
2527,286609.0277742,0.05228,0.1532717522
2528,297376.654657,0.13988,0.1375690516
2529,299135.105511,0.20806,0.1225801372
2530,300847.4027993,0.2472,0.1100161205
2531,299661.2561602,0.27962,0.1011127481
2532,292308.9931408,0.2917,0.0924416957
2533,284010.5820241,0.28417,0.0867902778
2534,278735.2294621,0.31511,0.0822506091
2535,272162.9617033,0.32125,0.0839998252
2536,267847.6033084,0.29837,0.0909398146
2537,270930.6614986,0.20467,0.105885826
2538,273662.9525893,0.11299,0.1200432426
2539,273662.9525893,0.034708,0.1293459711
2540,273639.8758064,0,0.1238183065
2541,269255.2870629,0,0.107159249
2542,259839.9596557,0,0.0778050237
2543,238623.1654935,0,0.058068255
2544,219478.6664322,0,0.0545742128
2545,209537.1883758,0,0.0884983067
2546,207654.1228943,0,0.091345201
2547,212324.8637454,0,0.0966285787
2548,214337.1592108,0,0.1124029825
2549,212661.7847751,0,0.1527882757
2550,205521.828158,0,0.2042691343
2551,213026.3979443,0.091119,0.2257156899
2552,227338.6186746,0.19612,0.2118903917
2553,233569.350047,0.22971,0.1900615357
2554,233772.4257362,0.18803,0.1728708271
2555,232230.8966411,0.24211,0.1582270583
2556,226360.1630813,0.285,0.1478533779
2557,218352.5194286,0.31314,0.142336437
2558,213487.9336015,0.32302,0.140784323
2559,210755.6425108,0.3109,0.1427002269
2560,209403.3430352,0.27499,0.1486978514
2561,215994.0722202,0.18237,0.1615089486
2562,226415.5473601,0.096636,0.1753960241
2563,229743.2194487,0.028362,0.1839696401
2564,231252.4410478,0,0.1761773446
2565,230435.5229345,0,0.1596703393
2566,225598.6292469,0,0.1281490191
2567,209334.1126866,0,0.0919349314
2568,194601.8945083,0,0.0866685749
2569,183788.1140597,0,0.0805337788
2570,177908.1497868,0,0.0831244629
2571,181508.1279131,0,0.0879323558
2572,186732.7115528,0,0.1022871201
2573,188145.0106638,0,0.139037883
2574,182121.9703372,0,0.1858856502
2575,183746.5758506,0.04383,0.2054020934
2576,190494.2271591,0.10396,0.192821022
2577,196918.8035075,0.14059,0.1729566842
2578,203167.9963062,0.15006,0.1573130772
2579,210538.7207519,0.20664,0.1439871948
2580,202849.5367027,0.25689,0.134547108
2581,190521.9192985,0.29432,0.129526672
2582,182191.2006858,0.28913,0.1281142426
2583,179758.9077722,0.26593,0.1298577221
2584,180668.133017,0.22512,0.135315582
2585,192095.7558896,0.14815,0.1469737268
2586,207561.8157629,0.077585,0.1596110157
2587,216598.6839312,0.022454,0.1674130372
2588,224874.018265,0,0.1603220202
2589,229267.8377217,0,0.1453005856
2590,225483.2453326,0,0.1166160704
2591,207626.4307549,0,0.0836611198
2592,193554.2085664,0,0.0788687163
2593,185772.7173858,0,0.0538141503
2594,188126.5492376,0,0.0553032878
2595,193397.286443,0,0.0626212235
2596,202074.1567986,0,0.0820826905
2597,218541.7490481,0,0.12390263
2598,253443.0754467,0,0.1611823392
2599,276524.473664,0.069904,0.1532717522
2600,282750.5896799,0.1513,0.1375690516
2601,280479.8342464,0.19097,0.1225801372
2602,281001.369539,0.18386,0.1100161205
2603,282224.4390306,0.19887,0.1011127481
2604,278956.7665775,0.19513,0.0924416957
2605,276169.091208,0.17537,0.0867902778
2606,271179.8907535,0.13984,0.0822506091
2607,267007.6084122,0.099008,0.0839998252
2608,261755.3326331,0.059185,0.0909398146
2609,263546.0909831,0.037946,0.105885826
2610,270542.9715465,0.018819,0.1200432426
2611,273926.0279139,0.0041125,0.1293459711
2612,275144.4820489,0,0.1238183065
2613,271369.1203729,0,0.107159249
2614,252907.6940843,0,0.0778050237
2615,226997.0822882,0,0.058068255
2616,213238.7043466,0,0.0545742128
2617,206897.2044165,0,0.0425276927
2618,205784.9034826,0,0.0437045129
2619,210700.258232,0,0.0494876558
2620,216224.8400488,0,0.0648674636
2621,229092.454172,0,0.0979164948
2622,257278.4367581,0,0.1273775196
2623,279579.8397148,0.074844,0.1211260224
2624,286489.0285033,0.17999,0.1087166539
2625,282325.9768752,0.26792,0.0968713689
2626,286022.8774895,0.32818,0.0869424071
2627,290467.4658685,0.42377,0.0799063416
2628,288113.6340167,0.50281,0.0730538716
2629,286405.952085,0.55628,0.0685877272
2630,281315.2137859,0.54848,0.0650001646
2631,279815.2229,0.50885,0.0663825171
2632,273902.951131,0.43808,0.0718669805
2633,274821.4070889,0.29824,0.0836783605
2634,281176.7530888,0.16485,0.0948665379
2635,282644.4364787,0.054791,0.1022182024
2636,279256.7647547,0,0.0978498565
2637,273907.5664876,0,0.0846847081
2638,256152.2897545,0,0.0614869531
2639,235101.6484289,0,0.0458895827
2640,217724.8309348,0,0.0431283471
2641,212380.2480242,0,0.0425276927
2642,212841.7836814,0,0.0437045129
2643,217050.9888752,0,0.0494876558
2644,221869.4211366,0,0.0648674636
2645,231446.2860238,0,0.0979164948
2646,261843.024408,0.0010889,0.1273775196
2647,284527.5019601,0.11466,0.1211260224
2648,295281.2827733,0.27895,0.1087166539
2649,295068.9763709,0.43451,0.0968713689
2650,295428.9741836,0.56487,0.0869424071
2651,299702.7943694,0.63245,0.0799063416
2652,297630.4992685,0.65746,0.0730538716
2653,296121.2776694,0.64248,0.0685877272
2654,291081.3082926,0.61024,0.0650001646
2655,288376.7093413,0.54513,0.0663825171
2656,285058.2679659,0.45164,0.0718669805
2657,286133.6460472,0.30843,0.0836783605
2658,288422.862907,0.17161,0.0948665379
2659,284522.8866036,0.058458,0.1022182024
2660,280705.9867184,0,0.0978498565
2661,277978.3109842,0,0.0846847081
2662,262244.5604298,0,0.0614869531
2663,237644.7099002,0,0.0458895827
2664,222690.9546064,0,0.0431283471
2665,213437.1646793,0,0.038063422
2666,213132.5511455,0,0.0380385314
2667,216349.4546763,0,0.0434964082
2668,222880.1842259,0,0.0564526365
2669,233966.2707122,0,0.0761936982
2670,259987.651066,0.0040444,0.0967692037
2671,279542.9168622,0.11846,0.0918694386
2672,286724.4116885,0.28109,0.0821528187
2673,285372.1122128,0.43491,0.0762173577
2674,286336.7217364,0.56375,0.0690002102
2675,289253.62709,0.65858,0.0640920623
2676,283747.5066994,0.71566,0.0562430112
2677,278490.6155638,0.73373,0.0528264399
2678,274022.9504019,0.68533,0.0496717223
2679,270566.0483294,0.60197,0.0489072787
2680,264519.9312198,0.49002,0.0522653492
2681,267067.6080477,0.33101,0.0613177638
2682,273699.8754419,0.18173,0.0683730977
2683,277378.3146299,0.061425,0.0760515999
2684,274562.9471209,0,0.074334865
2685,272412.1909582,0,0.0651754444
2686,256530.7489935,0,0.0515563703
2687,233458.5814893,0,0.0430107203
2688,216727.9139152,0,0.0398219102
2689,208147.9660476,0,0.0538141503
2690,206767.9744325,0,0.0553032878
2691,209292.5744775,0,0.0626212235
2692,216930.9896044,0,0.0820826905
2693,232013.9748822,0,0.12390263
2694,256115.366902,0.0047487,0.1611823392
2695,276326.0133314,0.12169,0.1532717522
2696,282173.6701083,0.28193,0.1375690516
2697,278402.9237889,0.43196,0.1225801372
2698,275509.0952181,0.55795,0.1100161205
2699,276626.0115086,0.65135,0.1011127481
2700,269559.9005966,0.70795,0.0924416957
2701,261372.2580376,0.72603,0.0867902778
2702,254513.8381714,0.674,0.0822506091
2703,250489.2472405,0.58807,0.0839998252
2704,248920.026006,0.47475,0.0909398146
2705,253673.8432753,0.31732,0.105885826
2706,259096.8872476,0.17214,0.1200432426
2707,261875.331904,0.057686,0.1293459711
2708,260739.9541873,0,0.1238183065
2709,260698.4159781,0,0.107159249
2710,247189.2672914,0,0.0778050237
2711,225667.8595955,0,0.058068255
2712,206546.437317,0,0.0545742128
2713,198908.0221901,0,0.0601640494
2714,196074.1932548,0,0.0618289003
2715,195598.8115279,0,0.0700103293
2716,197348.0316687,0,0.0917681877
2717,198617.2547261,0,0.1385227473
2718,199346.4810645,0.0073334,0.180201344
2719,208415.6567287,0.12664,0.1713573329
2720,221343.2704874,0.28736,0.1538017634
2721,228026.3068038,0.43773,0.1370442046
2722,228598.6110188,0.56213,0.1229976738
2723,227320.1572483,0.62145,0.1130437316
2724,219778.6646094,0.63991,0.1033495226
2725,208729.5009757,0.62057,0.0970312553
2726,199946.4774188,0.5522,0.0919559201
2727,198363.4101146,0.45769,0.0939115381
2728,198201.8726346,0.34687,0.1016704243
2729,206260.2852096,0.22553,0.1183800176
2730,216972.5278135,0.11805,0.1342079644
2731,221601.7304554,0.037522,0.1446083854
2732,222570.9553355,0,0.1384284739
2733,225852.4738583,0,0.1198037005
2734,218897.1315041,0,0.0869857697
2735,201178.7776236,0,0.0649201249
2736,188795.7759405,0,0.0610137968
2737,180091.2134454,0,0.0479210266
2738,175655.8557796,0,0.0492470904
2739,177995.8415617,0,0.0557636477
2740,179588.1395791,0,0.0730939126
2741,181171.2068833,0,0.1103342002
2742,176518.9274586,0.0086458,0.1435314527
2743,177949.687996,0.1336,0.1364871447
2744,184978.8760554,0.28475,0.1225040282
2745,194509.5873768,0.41361,0.109156532
2746,195908.0404182,0.50912,0.0979683859
2747,201820.3121871,0.5694,0.0900400111
2748,196757.2660275,0.59295,0.0823185154
2749,185135.7981788,0.58169,0.0772859776
2750,177465.0755559,0.57193,0.0732434426
2751,179657.3699277,0.53023,0.0748011041
2752,182606.5827773,0.45772,0.0809811036
2753,193318.8253812,0.30772,0.094290395
2754,206472.5916119,0.16894,0.1068974497
2755,213391.0111135,0.05889,0.1151814474
2756,220041.739934,0.00020436,0.1102591108
2757,227061.6972802,0,0.095424367
2758,222621.7242578,0,0.069284688
2759,205738.7499169,0,0.0517092694
2760,195266.5058547,0,0.0485978556
2761,187231.1700626,0,0.0538141503
2762,187291.169698,0,0.0553032878
2763,189700.3858287,0,0.0626212235
2764,194929.5848249,0,0.0820826905
2765,210838.7189291,0,0.12390263
2766,243686.2116531,0.010022,0.1611823392
2767,273109.1098006,0.11939,0.1532717522
2768,287209.0241286,0.26342,0.1375690516
2769,292447.453838,0.4004,0.1225801372
2770,297524.3460673,0.51664,0.1100161205
2771,301941.2423069,0.48054,0.1011127481
2772,296467.4294123,0.38782,0.0924416957
2773,292807.4516506,0.25409,0.0867902778
2774,288524.4007516,0.24166,0.0822506091
2775,283198.2792674,0.21558,0.0839998252
2776,277479.8524745,0.17787,0.0909398146
2777,278458.3080678,0.11561,0.105885826
2778,277793.6967214,0.060455,0.1200432426
2779,279856.7611091,0.019106,0.1293459711
2780,275056.7902741,0,0.1238183065
2781,272273.7302611,0,0.107159249
2782,254555.3763806,0,0.0778050237
2783,231727.8227747,0,0.058068255
2784,218754.0554504,0,0.0545742128
2785,212758.7072631,0,0.0538141503
2786,209574.1112284,0,0.0553032878
2787,211041.7946183,0,0.0626212235
2788,217369.4484787,0,0.0820826905
2789,231635.5156433,0,0.12390263
2790,256341.519374,0.0069938,0.1611823392
2791,278578.3073386,0.065186,0.1532717522
2792,288330.5557756,0.12973,0.1375690516
2793,285445.957918,0.17696,0.1225801372
2794,284767.5005019,0.20215,0.1100161205
2795,287213.6394851,0.3204,0.1011127481
2796,285976.7239238,0.43786,0.0924416957
2797,284942.8840516,0.53743,0.0867902778
2798,280212.1435652,0.52278,0.0822506091
2799,277193.700367,0.4786,0.0839998252
2800,268235.2932604,0.40798,0.0909398146
2801,268272.216113,0.28681,0.105885826
2802,271216.813606,0.16838,0.1200432426
2803,273787.5672167,0.066063,0.1293459711
2804,272606.0359343,0.0014142,0.1238183065
2805,270866.0465066,0,0.107159249
2806,251920.0077779,0,0.0778050237
2807,226964.7747922,0,0.058068255
2808,214544.8502566,0,0.0545742128
2809,208111.043195,0,0.0425276927
2810,206458.7455422,0,0.0437045129
2811,206777.2051456,0,0.0494876558
2812,214507.927404,0,0.0648674636
2813,231293.9792569,0,0.0979164948
2814,255492.2937647,0.014238,0.1273775196
2815,277442.9296219,0.14693,0.1211260224
2816,284596.7323087,0.29135,0.1087166539
